Klasyfikacja-idx,Klasyfikacja-czułość,Klasyfikacja-std,Regresja-idx,Regresja-czułość,Regresja-std,Regresja_logistyczna-idx,Regresja_logistyczna-czułość,Regresja_logistyczna-std,Regresja_na_klasach-idx,Regresja_na_klasach-czułość,Regresja_na_klasach-std,Klasyfikacja_dart-idx,Klasyfikacja_dart-czułość,Klasyfikacja_dart-std,Regresja_dart-idx,Regresja_dart-czułość,Regresja_dart-std
131,0.24,0.04,827,0.25,0.049,261,0.26,0.043,201,0.27,0.043,51,0.24,0.043,827,0.25,0.049
