0.67,0.50,0.58,0.62,0.56,0.67,0.54,0.56,0.52
0.69,0.50,0.47,0.6,0.55,0.69,0.54,,
0.71,0.50,0.54,0.64,0.48,0.71,0.64,,
0.68,0.50,0.61,0.6,0.52,0.68,0.61,,
0.68,0.50,0.58,0.56,0.54,0.68,0.58,,
0.66,0.50,0.61,0.6,0.45,0.66,0.6,,
0.65,0.50,0.64,0.56,0.43,0.65,0.59,,
0.63,0.50,0.62,0.58,0.47,0.63,0.5,,
0.63,0.50,0.62,0.58,0.51,0.63,0.6,,
0.65,0.50,0.64,0.57,0.54,0.65,0.6,,
